,type,block_type,Clasificacion Mamual,makes_sense,text,description,,coordinates_points,filetype,languages,page_number,filename,detection_class_prob,parent_id,image_path,,,,element_id
148,ListItem,Bibliography,Bibliography,TRUE,"[30] Guillaume Lample, Alexandre Sablayrolles, Marc’ Aurelio Ranzato, Ludovic Denoyer, and Herve Jegou. Large memory layers with product keys. In H. Wallach, H. Larochelle, A. Beygelzimer, F. d’ Alché-Buc, E. Fox, and R. Garnett, editors, Advances in Neural In- formation Processing Systems 32, pages 8548–8559. Curran Associates, Inc., 2019. URL http: //papers.nips.cc/paper/9061-large-memory-layers-with-product-keys.pdf.","This text block is a bibliographic citation for a paper titled 'Large memory layers with product keys' authored by Guillaume Lample, Alexandre Sablayrolles, Marc’ Aurelio Ranzato, Ludovic Denoyer, and Herve Jegou, published in Advances in Neural Information Processing Systems 32 in 2019.",,"((300.0, 1773.1064488888887), (300.0, 1922.1574922222221), (1416.6514892578125, 1922.1574922222221), (1416.6514892578125, 1773.1064488888887))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.936604261,,,,,,a10e12dba343405c89dc6c21775a8584
149,ListItem,Bibliography,Bibliography,TRUE,"[31] Kenton Lee, Ming-Wei Chang, and Kristina Toutanova. Latent retrieval for weakly supervised open domain question answering. In Proceedings of the 57th Annual Meeting of the Association","This text block is a citation from the bibliography section, referencing a work by Kenton Lee, Ming-Wei Chang, and Kristina Toutanova presented at the 57th Annual Meeting of the Association.",,"((298.0550537109375, 1948.0008933333331), (298.0550537109375, 2005.97756), (1410.1134033203125, 2005.97756), (1410.1134033203125, 1948.0008933333331))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.933910191,,,,,,c0eb1a5916b34f4af6a089bb8ca9aa43
150,Footer,UncategorizedText,UncategorizedText,FALSE,12,The text '12' does not provide enough context or information to be classified into any specific category.,,"((836.1157836914062, 2061.325893333333), (836.1157836914062, 2088.999782222222), (864.6591796875, 2088.999782222222), (864.6591796875, 2061.325893333333))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.774707615,,,,,,7d1dd7a40820e2b94cd1608f760124f1
151,NarrativeText,Bibliography,Bibliography,TRUE,"for Computational Linguistics, pages 6086–6096, Florence, Italy, July 2019. Association for Computational Linguistics. doi: 10.18653/v1/P19-1612. URL https://www.aclweb.org/ anthology/P19-1612.","This text block is a citation from the bibliography section, providing details about a publication including the title, page numbers, location, date, publisher, DOI, and URL.",,"((353.7281494140625, 205.34217166666653), (353.7281494140625, 294.42415888888877), (1413.0234375, 294.42415888888877), (1413.0234375, 205.34217166666653))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.940353334,,,,,,58311e33d829fba85c3c028aae53c0c6
152,ListItem,Bibliography,Bibliography,TRUE,"[32] Mike Lewis, Yinhan Liu, Naman Goyal, Marjan Ghazvininejad, Abdelrahman Mohamed, Omer Levy, Veselin Stoyanov, and Luke Zettlemoyer. BART: Denoising sequence-to-sequence pre-training for natural language generation, translation, and comprehension. arXiv preprint arXiv:1910.13461, 2019. URL https://arxiv.org/abs/1910.13461.","This text block is a bibliographic citation for a research paper on BART, a denoising sequence-to-sequence pre-training model for natural language generation, translation, and comprehension.",,"((300.00000000000006, 318.31755999999984), (300.00000000000006, 437.0658255555554), (1416.248046875, 437.0658255555554), (1416.248046875, 318.31755999999984))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.941326201,,,,,,887c9f03b1b337f6c052137d8aa636bb
153,ListItem,Bibliography,Bibliography,TRUE,"[33] Jiwei Li, Michel Galley, Chris Brockett, Jianfeng Gao, and Bill Dolan. A diversity-promoting objective function for neural conversation models. In Proceedings of the 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, pages 110–119, San Diego, California, June 2016. Association for Computational Linguistics. doi: 10.18653/v1/N16-1014. URL https://www.aclweb.org/anthology/ N16-1014.",This text block is a bibliographic citation for a paper presented at the 2016 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies.,,"((300.0, 460.9620044444442), (300.0, 640.3158255555556), (1402.9005717222224, 640.3158255555556), (1402.9005717222224, 460.9620044444442))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.94873786,,,,,,b51be60b8f2a33ede783737c182f0c5d
154,ListItem,Bibliography,Bibliography,TRUE,"[34] Margaret Li, Jason Weston, and Stephen Roller. Acute-eval: Improved dialogue evaluation with optimized questions and multi-turn comparisons. ArXiv, abs/1909.03087, 2019. URL https://arxiv.org/abs/1909.03087.","This text block is a bibliographic citation of a paper titled 'Acute-eval: Improved dialogue evaluation with optimized questions and multi-turn comparisons' by Margaret Li, Jason Weston, and Stephen Roller, published on ArXiv in 2019.",,"((299.3094482421875, 664.2092266666667), (299.3094482421875, 752.6574922222222), (1416.4989013671875, 752.6574922222222), (1416.4989013671875, 664.2092266666667))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.944129705,,,,,,5a1ee2b339eca2b4ee8abdfb22edb422
155,ListItem,Bibliography,Bibliography,TRUE,"[35] Hairong Liu, Mingbo Ma, Liang Huang, Hao Xiong, and Zhongjun He. Robust neural machine translation with joint textual and phonetic embedding. In Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics, pages 3044–3049, Florence, Italy, July 2019. Association for Computational Linguistics. doi: 10.18653/v1/P19-1291. URL https://www.aclweb.org/anthology/P19-1291.","This text block is a bibliographic citation for a paper presented at the 57th Annual Meeting of the Association for Computational Linguistics, including details such as authors, title, conference, location, date, publisher, DOI, and URL.",,"((299.9999999999999, 776.5508933333333), (299.9999999999999, 925.6019366666666), (1415.8846435546875, 925.6019366666666), (1415.8846435546875, 776.5508933333333))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.935290098,,,,,,854c4db594f8c13ff921d88ab8d70442
156,ListItem,Bibliography,Bibliography,TRUE,"[36] Peter J. Liu*, Mohammad Saleh*, Etienne Pot, Ben Goodrich, Ryan Sepassi, Lukasz Kaiser, and Noam Shazeer. Generating wikipedia by summarizing long sequences. In International Conference on Learning Representations, 2018. URL https://openreview.net/forum? id=Hyg0vbWC-.","This text block is a citation from a bibliography section, listing authors, title, conference, year, and URL.",,"((297.9649353027344, 949.4981155555554), (297.9649353027344, 1068.246381111111), (1416.4095458984375, 1068.246381111111), (1416.4095458984375, 949.4981155555554))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.941131651,,,,,,6feaf4596a7d24f0c03622853b2776f9
157,ListItem,Bibliography,Bibliography,TRUE,"[37] Yury A. Malkov and D. A. Yashunin. Efﬁcient and robust approximate nearest neighbor search using hierarchical navigable small world graphs. IEEE Transactions on Pattern Analysis and Machine Intelligence, 42:824–836, 2016. URL https://arxiv.org/abs/1603.09320.","This text block is a citation from the bibliography section, referencing a paper by Yury A. Malkov and D. A. Yashunin on approximate nearest neighbor search using hierarchical navigable small world graphs.",,"((300.00000000000006, 1092.139782222222), (300.00000000000006, 1180.5852699999998), (1414.2403564453125, 1180.5852699999998), (1414.2403564453125, 1092.139782222222))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.93818146,,,,,,44971c27e5ec96ad2b8a74bef61d5ebe
158,ListItem,Bibliography,Bibliography,TRUE,"[38] Gary Marcus. The next decade in ai: four steps towards robust artiﬁcial intelligence. arXiv preprint arXiv:2002.06177, 2020. URL https://arxiv.org/abs/2002.06177.","This text block is a citation entry from a bibliography section, referencing a work by Gary Marcus on artificial intelligence.",,"((299.99999999999983, 1203.8449494444444), (299.99999999999983, 1262.6241588888888), (1410.10302734375, 1262.6241588888888), (1410.10302734375, 1203.8449494444444))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.929800451,,,,,,71b7cc9a0a69478636b9bc83029b94e3
159,ListItem,Bibliography,Bibliography,TRUE,"[39] Luca Massarelli, Fabio Petroni, Aleksandra Piktus, Myle Ott, Tim Rocktäschel, Vassilis Plachouras, Fabrizio Silvestri, and Sebastian Riedel. How decoding strategies affect the arXiv preprint arXiv:1911.03587, 2019. URL https: veriﬁability of generated text. //arxiv.org/abs/1911.03587.","This text block is a bibliographic citation of a paper, listing the authors, title, and publication details.",,"((298.9150695800781, 1286.5175599999998), (298.9150695800781, 1405.2686033333332), (1416.149169921875, 1405.2686033333332), (1416.149169921875, 1286.5175599999998))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.939948022,,,,,,13b501e4a6a4ed2f4ba7b0a14c9f9865
160,ListItem,Bibliography,Bibliography,TRUE,"[40] Paulius Micikevicius, Sharan Narang, Jonah Alben, Gregory Diamos, Erich Elsen, David Garcia, Boris Ginsburg, Michael Houston, Oleksii Kuchaiev, Ganesh Venkatesh, and Hao Wu. Mixed precision training. In ICLR, 2018. URL https://openreview.net/forum?id=r1gs9JgRZ.","This text block is a citation from a bibliography section, listing authors, title, conference, year, and URL.",,"((299.9999999999999, 1429.1620044444446), (299.9999999999999, 1517.6074922222224), (1415.118408203125, 1517.6074922222224), (1415.118408203125, 1429.1620044444446))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.938260913,,,,,,5e38e9371a0c774e061b67af86301642
161,ListItem,Bibliography,Bibliography,TRUE,"[41] Nikita Moghe, Siddhartha Arora, Suman Banerjee, and Mitesh M. Khapra. Towards exploit- ing background knowledge for building conversation systems. In Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing, pages 2322–2332, Brus- sels, Belgium, October-November 2018. Association for Computational Linguistics. doi: 10.18653/v1/D18-1255. URL https://www.aclweb.org/anthology/D18-1255.",This text block is a bibliographic citation for a paper presented at the 2018 Conference on Empirical Methods in Natural Language Processing.,,"((295.6016845703125, 1541.5008933333334), (295.6016845703125, 1690.5547144444445), (1418.832763671875, 1690.5547144444445), (1418.832763671875, 1541.5008933333334))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.931551099,,,,,,c0fa1443458ae8e2b1aa23798c490e94
162,ListItem,Bibliography,Bibliography,TRUE,"[42] Preksha Nema and Mitesh M. Khapra. Towards a better metric for evaluating question generation systems. In Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing, pages 3950–3959, Brussels, Belgium, October-November 2018. Association for Computational Linguistics. doi: 10.18653/v1/D18-1429. URL https://www.aclweb.org/ anthology/D18-1429.","This text block is a bibliographic citation for a paper presented at the 2018 Conference on Empirical Methods in Natural Language Processing, including details such as authors, title, conference, location, date, publisher, DOI, and URL.",,"((298.8258361816406, 1714.4481155555557), (298.8258361816406, 1863.4991588888888), (1414.226806640625, 1863.4991588888888), (1414.226806640625, 1714.4481155555557))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.935848951,,,,,,a83dfc27a69ab77449d660052ddf4806
163,ListItem,Bibliography,Bibliography,TRUE,"[43] Tri Nguyen, Mir Rosenberg, Xia Song, Jianfeng Gao, Saurabh Tiwary, Rangan Majumder, and Li Deng. MS MARCO: A human generated machine reading comprehension dataset. In Tarek Richard Besold, Antoine Bordes, Artur S. d’Avila Garcez, and Greg Wayne, editors, Proceedings of the Workshop on Cognitive Computation: Integrating neural and symbolic","This text block is a citation from the bibliography section, listing authors and the title of a work along with publication details.",,"((298.9276428222656, 1887.3953377777777), (298.9276428222656, 2005.3410605555553), (1413.8192138671875, 2005.3410605555553), (1413.8192138671875, 1887.3953377777777))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.939275563,,,,,,03954df1802919923beed04ff99a4ad6
164,Footer,UncategorizedText,UncategorizedText,FALSE,13,The text '13' does not provide enough context or information to be classified into any specific category.,,"((836.1638888888889, 2061.325893333333), (836.1638888888889, 2088.999782222222), (864.382568359375, 2088.999782222222), (864.382568359375, 2061.325893333333))",application/pdf,['eng'],13,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.810477018,,,,,,03c314b003af73c4a69d671b1e8b6bda
165,NarrativeText,Bibliography,Bibliography,TRUE,"approaches 2016 co-located with the 30th Annual Conference on Neural Information Processing Systems (NIPS 2016), Barcelona, Spain, December 9, 2016, volume 1773 of CEUR Workshop Proceedings. CEUR-WS.org, 2016. URL http://ceur-ws.org/Vol-1773/CoCoNIPS_ 2016_paper9.pdf.","This text block is a bibliographic citation for a workshop proceeding associated with the 30th Annual Conference on Neural Information Processing Systems (NIPS 2016). It includes details such as the event location, date, volume number, and a URL to the paper.",,"((356.933837890625, 205.34217166666653), (356.933837890625, 324.7269366666665), (1407.330322265625, 324.7269366666665), (1407.330322265625, 205.34217166666653))",application/pdf,['eng'],14,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.93961817,,,,,,aa1a6ebf75248f4c01aa9d51825ba482
166,ListItem,Bibliography,Bibliography,TRUE,"[44] Rodrigo Nogueira and Kyunghyun Cho. Passage re-ranking with BERT. arXiv preprint arXiv:1901.04085, 2019. URL https://arxiv.org/abs/1901.04085.","This text block is a citation entry from a bibliography, referencing a preprint article on passage re-ranking with BERT by Rodrigo Nogueira and Kyunghyun Cho.",,"((296.2549743652344, 345.45883833333323), (296.2549743652344, 404.2380477777777), (1408.833251953125, 404.2380477777777), (1408.833251953125, 345.45883833333323))",application/pdf,['eng'],14,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.928945184,,,,,,10e9c27ed15fe219ab8ea3eeec17c0d2
167,ListItem,Bibliography,Bibliography,TRUE,"[45] Myle Ott, Sergey Edunov, Alexei Baevski, Angela Fan, Sam Gross, Nathan Ng, David Grangier, and Michael Auli. fairseq: A fast, extensible toolkit for sequence modeling. In Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics (Demonstrations), pages 48–53, Minneapolis, Minnesota, June 2019. Association for Computational Linguistics. doi: 10.18653/v1/N19-4009. URL https://www.aclweb. org/anthology/N19-4009.",This text block is a bibliographic citation for a paper presented at the 2019 Conference of the North American Chapter of the Association for Computational Linguistics.,,"((300.0, 425.6064488888888), (300.0, 604.9630477777779), (1410.1805723888888, 604.9630477777779), (1410.1805723888888, 425.6064488888888))",application/pdf,['eng'],14,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.947126269,,,,,,0624a179fd5ecca8858b089499d6a698
