,type,element_id,text,coordinates_points,coordinates_system,coordinates_layout_width,coordinates_layout_height,last_modified,filetype,languages,page_number,file_directory,filename,detection_class_prob,parent_id,image_path,next_block,makes_sense,block_type,description,table_text,image_description
134,ListItem,7a822751432f4477ccdf62a557d90cf3,"[17] Jiatao Gu, Yong Wang, Kyunghyun Cho, and Victor O.K. Li. Search engine guided neural In AAAI Conference on Artiﬁcial Intelligence, 2018. URL https: machine translation. //www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17282.","((300.00000000000006, 1627.3592266666665), (300.00000000000006, 1715.807492222222), (1414.225830078125, 1715.807492222222), (1414.225830078125, 1627.3592266666665))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],11,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9374843835830688,,,"[18] Jiatao Gu, Yong Wang, Kyunghyun Cho, and Victor O.K. Li. Search engine guided neural machine translation. In 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018, 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018, pages 5133–5140. AAAI press, 2018. 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018 ; Conference date: 02-02-2018 Through 07-02-2018.",True,Bibliography,"Bibliographic entry citing a paper titled 'Search engine guided neural machine translation' by Jiatao Gu, Yong Wang, Kyunghyun Cho, and Victor O.K. Li, presented at the AAAI Conference on Artificial Intelligence in 2018.",,
135,ListItem,5e1ce5623a5ed15cb2819f951063e65d,"[18] Jiatao Gu, Yong Wang, Kyunghyun Cho, and Victor O.K. Li. Search engine guided neural machine translation. In 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018, 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018, pages 5133–5140. AAAI press, 2018. 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018 ; Conference date: 02-02-2018 Through 07-02-2018.","((299.6081237792969, 1742.2258933333333), (299.6081237792969, 1891.110893333333), (1416.175048828125, 1891.110893333333), (1416.175048828125, 1742.2258933333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],11,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9343531131744384,,,"[19] Kelvin Guu, Tatsunori B. Hashimoto, Yonatan Oren, and Percy Liang. Generating sentences by editing prototypes. Transactions of the Association for Computational Linguistics, 6:437–450, 2018. doi: 10.1162/tacl_a_00030. URL https://www.aclweb.org/anthology/Q18-1031.",True,Bibliography,Bibliographic entry citing a research paper about search engine guided neural machine translation.,,
136,ListItem,7a74bb531db41f8bd81c5f8169cdef54,"[19] Kelvin Guu, Tatsunori B. Hashimoto, Yonatan Oren, and Percy Liang. Generating sentences by editing prototypes. Transactions of the Association for Computational Linguistics, 6:437–450, 2018. doi: 10.1162/tacl_a_00030. URL https://www.aclweb.org/anthology/Q18-1031.","((300.00000000000006, 1917.6981155555554), (300.00000000000006, 2006.1436033333332), (1409.8304443359375, 2006.1436033333332), (1409.8304443359375, 1917.6981155555554))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],11,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9401798844337464,,,11,True,Bibliography,Bibliographic entry citing a research paper about sentence generation.,,
137,Footer,a327968707acbd64bd15ac8cda2c7e77,11,"((836.1638888888889, 2061.325893333333), (836.1638888888889, 2088.999782222222), (863.8377777777777, 2088.999782222222), (863.8377777777777, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],11,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7872284054756165,,,"[20] Kelvin Guu, Kenton Lee, Zora Tung, Panupong Pasupat, and Ming-Wei Chang. REALM: Retrieval-augmented language model pre-training. ArXiv, abs/2002.08909, 2020. URL https: //arxiv.org/abs/2002.08909.",False,UncategorizedText,The text block contains only a number and lacks context or meaning.,,
138,ListItem,e2e445b5f6a136a07be9337d261c0e37,"[20] Kelvin Guu, Kenton Lee, Zora Tung, Panupong Pasupat, and Ming-Wei Chang. REALM: Retrieval-augmented language model pre-training. ArXiv, abs/2002.08909, 2020. URL https: //arxiv.org/abs/2002.08909.","((300.0, 205.97867111111094), (300.0, 294.42415888888877), (1413.401123046875, 294.42415888888877), (1413.401123046875, 205.97867111111094))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.934605598449707,,,"A In S. Bengio, retrieve-and-edit H. Wallach, H. Larochelle, K. Grauman, N. Cesa-Bianchi, and R. Garnett, ed- itors, Advances pages 10052– 10062. Curran Associates, URL http://papers.nips.cc/paper/ 8209-a-retrieve-and-edit-framework-for-predicting-structured-outputs. pdf.",True,Bibliography,Bibliographic entry citing a research paper about retrieval-augmented language model pre-training.,,
139,ListItem,f443b3a6f1bb1d591099327fdd21afda,"A In S. Bengio, retrieve-and-edit H. Wallach, H. Larochelle, K. Grauman, N. Cesa-Bianchi, and R. Garnett, ed- itors, Advances pages 10052– 10062. Curran Associates, URL http://papers.nips.cc/paper/ 8209-a-retrieve-and-edit-framework-for-predicting-structured-outputs. pdf.","((299.9999999999999, 320.26755999999983), (299.9999999999999, 529.924158888889), (1415.966796875, 529.924158888889), (1415.966796875, 320.26755999999983))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.950760543346405,,,"[22] Nabil Hossain, Marjan Ghazvininejad, and Luke Zettlemoyer. Simple and effective retrieve- edit-rerank text generation. In Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 2532–2538, Online, July 2020. Association for Computa- tional Linguistics. doi: 10.18653/v1/2020.acl-main.228. URL https://www.aclweb.org/ anthology/2020.acl-main.228.",False,UncategorizedText,"The text appears to be a truncated and poorly formatted bibliographic entry, making it difficult to understand its intended meaning.",,
140,ListItem,af13f16c42071f87c398190e58c52d8d,"[22] Nabil Hossain, Marjan Ghazvininejad, and Luke Zettlemoyer. Simple and effective retrieve- edit-rerank text generation. In Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 2532–2538, Online, July 2020. Association for Computa- tional Linguistics. doi: 10.18653/v1/2020.acl-main.228. URL https://www.aclweb.org/ anthology/2020.acl-main.228.","((296.1883850097656, 555.7675599999998), (296.1883850097656, 704.8186033333334), (1419.547607421875, 704.8186033333334), (1419.547607421875, 555.7675599999998))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9359490871429444,,,"[23] Jeff Johnson, Matthijs Douze, and Hervé Jégou. Billion-scale similarity search with gpus. arXiv preprint arXiv:1702.08734, 2017. URL https://arxiv.org/abs/1702.08734.",True,Bibliography,Bibliographic entry citing a research paper on text generation.,,
141,ListItem,52f89320a94732cc135a27c29f25d51c,"[23] Jeff Johnson, Matthijs Douze, and Hervé Jégou. Billion-scale similarity search with gpus. arXiv preprint arXiv:1702.08734, 2017. URL https://arxiv.org/abs/1702.08734.","((300.00000000000006, 730.0255050000001), (300.00000000000006, 788.8047144444444), (1410.3035888671875, 788.8047144444444), (1410.3035888671875, 730.0255050000001))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9324550032615662,,,"[24] Mandar Joshi, Eunsol Choi, Daniel Weld, and Luke Zettlemoyer. TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension. In Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 1601–1611, Vancouver, Canada, July 2017. Association for Computational Linguistics. doi: 10.18653/v1/P17-1147. URL https://www.aclweb.org/anthology/P17-1147.",True,Bibliography,Bibliographic entry citing a research paper about billion-scale similarity search using GPUs.,,
142,ListItem,efdbc77b7569e2069fd0313f356a4282,"[24] Mandar Joshi, Eunsol Choi, Daniel Weld, and Luke Zettlemoyer. TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension. In Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 1601–1611, Vancouver, Canada, July 2017. Association for Computational Linguistics. doi: 10.18653/v1/P17-1147. URL https://www.aclweb.org/anthology/P17-1147.","((297.2787170410156, 814.6481155555556), (297.2787170410156, 963.699158888889), (1418.163330078125, 963.699158888889), (1418.163330078125, 814.6481155555556))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9360857605934144,,,"Inferring algorithmic patterns with stack- the 28th International Conference on augmented recurrent nets. Neural Information Processing Systems - Volume 1, NIPS’15, page 190–198, Cam- bridge, MA, USA, 2015. MIT Press. URL https://papers.nips.cc/paper/ 5857-inferring-algorithmic-patterns-with-stack-augmented-recurrent-nets.",True,Bibliography,"Bibliographic entry for a research paper titled 'TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension' by Mandar Joshi, Eunsol Choi, Daniel Weld, and Luke Zettlemoyer.",,
143,ListItem,2cdc89a4faf7ddd20900721eb6a099c7,"Inferring algorithmic patterns with stack- the 28th International Conference on augmented recurrent nets. Neural Information Processing Systems - Volume 1, NIPS’15, page 190–198, Cam- bridge, MA, USA, 2015. MIT Press. URL https://papers.nips.cc/paper/ 5857-inferring-algorithmic-patterns-with-stack-augmented-recurrent-nets.","((298.3515625, 989.54256), (298.3515625, 1138.5936033333332), (1417.2613525390625, 1138.5936033333332), (1417.2613525390625, 989.54256))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.935915470123291,,,"[26] Vladimir Karpukhin, Barlas Oguz, Sewon Min, Ledell Wu, Sergey Edunov, Danqi Chen, and Wen-tau Yih. Dense passage retrieval for open-domain question answering. arXiv preprint arXiv:2004.04906, 2020. URL https://arxiv.org/abs/2004.04906.",True,Bibliography,Bibliographic entry referencing a paper presented at a conference.,,
144,ListItem,3dbc6ce3702760f3ed78e6a97570f1bf,"[26] Vladimir Karpukhin, Barlas Oguz, Sewon Min, Ledell Wu, Sergey Edunov, Danqi Chen, and Wen-tau Yih. Dense passage retrieval for open-domain question answering. arXiv preprint arXiv:2004.04906, 2020. URL https://arxiv.org/abs/2004.04906.","((300.0, 1164.4370044444445), (300.0, 1252.8824922222223), (1413.8370361328125, 1252.8824922222223), (1413.8370361328125, 1164.4370044444445))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9368746280670166,,,"[27] Urvashi Khandelwal, Omer Levy, Dan Jurafsky, Luke Zettlemoyer, and Mike Lewis. Generaliza- tion through memorization: Nearest neighbor language models. In International Conference on Learning Representations, 2020. URL https://openreview.net/forum?id=HklBjCEKvH.",True,Bibliography,Bibliographic entry citing a research paper on dense passage retrieval for open-domain question answering.,,
145,ListItem,68c60234637393ef3f5d961c7538a0df,"[27] Urvashi Khandelwal, Omer Levy, Dan Jurafsky, Luke Zettlemoyer, and Mike Lewis. Generaliza- tion through memorization: Nearest neighbor language models. In International Conference on Learning Representations, 2020. URL https://openreview.net/forum?id=HklBjCEKvH.","((300.0, 1278.7258933333333), (300.0, 1367.1713811111113), (1411.29248046875, 1367.1713811111113), (1411.29248046875, 1278.7258933333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9356608986854552,,,"[28] Diederik P. Kingma and Jimmy Ba. Adam: A method for stochastic optimization. In Yoshua Bengio and Yann LeCun, editors, 3rd International Conference on Learning Representations, ICLR 2015, San Diego, CA, USA, May 7-9, 2015, Conference Track Proceedings, 2015. URL http://arxiv.org/abs/1412.6980.",True,Bibliography,Bibliographic entry citing a paper titled 'Generalization through memorization: Nearest neighbor language models' by Urvashi Khandelwal et al.,,
146,ListItem,41652bcf99b648106014cf8c0a17dbda,"[28] Diederik P. Kingma and Jimmy Ba. Adam: A method for stochastic optimization. In Yoshua Bengio and Yann LeCun, editors, 3rd International Conference on Learning Representations, ICLR 2015, San Diego, CA, USA, May 7-9, 2015, Conference Track Proceedings, 2015. URL http://arxiv.org/abs/1412.6980.","((298.5367431640625, 1393.0147822222223), (298.5367431640625, 1511.7630477777777), (1414.0994873046875, 1511.7630477777777), (1414.0994873046875, 1393.0147822222223))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9393141269683838,,,"[29] Tom Kwiatkowski, Jennimaria Palomaki, Olivia Redﬁeld, Michael Collins, Ankur Parikh, Chris Alberti, Danielle Epstein, Illia Polosukhin, Matthew Kelcey, Jacob Devlin, Ken- ton Lee, Kristina N. Toutanova, Llion Jones, Ming-Wei Chang, Andrew Dai, Jakob Uszkoreit, Quoc Le, and Slav Petrov. Natural Questions: a Benchmark for Ques- the Association of Computational Lin- tion Answering Research. guistics, 2019. URL https://tomkwiat.users.x20web.corp.google.com/papers/ natural-questions/main-1455-kwiatkowski.pdf.",True,Bibliography,Bibliographic entry citing a paper titled 'Adam: A method for stochastic optimization' by Diederik P. Kingma and Jimmy Ba.,,
147,ListItem,38040b6bff9aea88b9dc4c1b3073b4a0,"[29] Tom Kwiatkowski, Jennimaria Palomaki, Olivia Redﬁeld, Michael Collins, Ankur Parikh, Chris Alberti, Danielle Epstein, Illia Polosukhin, Matthew Kelcey, Jacob Devlin, Ken- ton Lee, Kristina N. Toutanova, Llion Jones, Ming-Wei Chang, Andrew Dai, Jakob Uszkoreit, Quoc Le, and Slav Petrov. Natural Questions: a Benchmark for Ques- the Association of Computational Lin- tion Answering Research. guistics, 2019. URL https://tomkwiat.users.x20web.corp.google.com/papers/ natural-questions/main-1455-kwiatkowski.pdf.","((300.0, 1537.606448888889), (300.0, 1747.2630477777777), (1411.2957763671875, 1747.2630477777777), (1411.2957763671875, 1537.606448888889))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],12,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9500429034233092,,,"[30] Guillaume Lample, Alexandre Sablayrolles, Marc’ Aurelio Ranzato, Ludovic Denoyer, and Herve Jegou. Large memory layers with product keys. In H. Wallach, H. Larochelle, A. Beygelzimer, F. d’ Alché-Buc, E. Fox, and R. Garnett, editors, Advances in Neural In- formation Processing Systems 32, pages 8548–8559. Curran Associates, Inc., 2019. URL http: //papers.nips.cc/paper/9061-large-memory-layers-with-product-keys.pdf.",True,Bibliography,"A bibliographical entry citing a research paper about Natural Questions, a benchmark for question answering research.",,
